"nama","gender","usia","area","ses","user_ts","user_ns","tom","unaided_1","unaided_2","unaided_3"
"Abrams, Taylor","F","16 - 20 th","SUM 1","Super","tidak","ya","mnc tv","trans7","trans tv","net"
"al-Kazi, Shaimaaa","M","21 - 25 th","Sulawesi","Up1","ya","tidak","rcti","trans7","sctv","trans tv"
"Luna, Nicholas","F","21 - 25 th","Sulawesi","Up1","tidak","ya","trans7","sctv","trans tv","net"
"Romero, Dallen","F","21 - 25 th","Jatim","Super","ya","ya","rcti","tv one","trans7","inews"
"Shaner, Alyssa","M","26 - 30 th","SUM 1","Up1","ya","ya","mnc tv","sctv","net","trans7"
"Germany, Jessicalynn","F","21 - 25 th","Jabodetabek","Super","ya","ya","trans7","trans tv","tv one","sctv"
"Sadiq, Sainyane","M","> 30 th","SUM 2","Mid","ya","ya","net","sctv","trans tv","inews"
"Duarte, Denise","F","> 30 th","Jabar","Mid","ya","ya","trans7","indosiar","inews","mnc tv"
"Blackner, John","M","21 - 25 th","SUM 2","Mid","tidak","ya","mnc tv","net","trans tv","inews"
"el-Hashem, Ammaar","M","21 - 25 th","Kalimantan","Mid","ya","ya","net","trans tv","trans7","tv one"
"Pressprich, Samantha","F","16 - 20 th","Jateng","Mid","ya","tidak","net","trans7","trans tv","inews"
"Palmer, Keyabu","F","26 - 30 th","SUM 2","Mid","ya","tidak","net","rcti","indosiar","sctv"
"Salt, Ashley","M","16 - 20 th","Jabodetabek","Super","ya","ya","sctv","rcti","trans tv","inews"
"Moya, Andre","F","11 - 15 th","Jabodetabek","Mid","ya","ya","trans tv","trans7","mnc tv","indosiar"
"Miller, Trevor","M","11 - 15 th","Jabar","Up1","ya","ya","mnc tv","net","indosiar","sctv"
"Vuong, Casey","F","16 - 20 th","Jabodetabek","Super","tidak","ya","net","trans7","indosiar","trans tv"
"Ross, Brandon","M","11 - 15 th","Jatim","Up1","ya","ya","inews","tv one","sctv","indosiar"
"Shepherd, Chanse","F","21 - 25 th","Jabodetabek","Up1","tidak","ya","trans tv","sctv","trans7","rcti"
"Gibbs, Brooke","F","11 - 15 th","SUM 2","Mid","tidak","ya","net","sctv","trans tv","inews"
"Hunt, Andrew","M","21 - 25 th","BARA","Mid","tidak","ya","sctv","trans7","net","trans tv"
"Howard Lewis, Sarah","M","16 - 20 th","Jateng","Up1","ya","ya","trans tv","trans7","net","inews"
"Stringer, Taylor","M","16 - 20 th","PUMA","Up2","ya","ya","sctv","mnc tv","trans tv","rcti"
"Felix, Maria","M","21 - 25 th","BARA","Mid","tidak","ya","inews","rcti","indosiar","mnc tv"
"Perales, Rachel","F","> 30 th","Jabodetabek","Up2","tidak","ya","trans tv","trans7","net","rcti"
"Estrada, April","F","26 - 30 th","SUM 2","Mid","tidak","ya","inews","trans7","net","sctv"
"Martinez, Sapphire","F","16 - 20 th","SUM 1","Super","tidak","ya","mnc tv","rcti","net","tv one"
"Wesolowski, Kevin","M","21 - 25 th","PUMA","Super","tidak","ya","trans tv","inews","tv one","sctv"
"Roath, Larissa","F","16 - 20 th","SUM 2","Mid","tidak","tidak","mnc tv","net","trans tv","tv one"
"al-Bacho, Abdul Maalik","F","26 - 30 th","SUM 2","Super","ya","ya","net","sctv","indosiar","mnc tv"
"King, Sakima","F","26 - 30 th","Sulawesi","Up1","ya","ya","inews","trans7","tv one","trans tv"
"Riley, Joseph","M","21 - 25 th","Jabodetabek","Up1","tidak","ya","tv one","inews","mnc tv","trans tv"
"Santistevan, Maribel","M","26 - 30 th","Jabodetabek","Up1","ya","ya","trans tv","rcti","net","sctv"
"Hernandez, Audrey","F","21 - 25 th","BARA","Up1","tidak","ya","tv one","sctv","trans tv","net"
"Pradhan, Jean","F","> 30 th","Jabodetabek","Up2","ya","ya","trans tv","net","rcti","trans7"
"Norman, Santonny","F","21 - 25 th","Kalimantan","Super","ya","ya","net","mnc tv","trans7","inews"
"Lewis, Elizabeth","F","21 - 25 th","Jabodetabek","Up1","ya","tidak","sctv","net","mnc tv","indosiar"
"Armstrong, Steffano","F","26 - 30 th","Jatim","Up1","ya","tidak","trans7","sctv","rcti","trans tv"
"al-Mahfouz, Abdul Ghafoor","M","16 - 20 th","PUMA","Up1","ya","ya","tv one","trans7","trans tv","mnc tv"
"Jones, Jana","F","21 - 25 th","Jabar","Up1","ya","ya","sctv","indosiar","trans7","net"
"al-Rehman, Humaira","F","21 - 25 th","Jateng","Mid","ya","ya","net","sctv","trans7","tv one"
"Sosa, Celestina","F","11 - 15 th","Kalimantan","Mid","tidak","tidak","trans tv","inews","trans7","mnc tv"
"Russak, Kaaryn","F","> 30 th","SUM 2","Mid","ya","ya","trans tv","rcti","trans7","inews"
"Cordero, Lydia","F","26 - 30 th","Sulawesi","Mid","ya","tidak","mnc tv","sctv","trans tv","net"
"Acosta, Kimiko","M","21 - 25 th","BARA","Super","tidak","ya","trans tv","indosiar","rcti","net"
"al-Hosein, Najiyya","M","21 - 25 th","Jabodetabek","Up1","tidak","ya","mnc tv","inews","rcti","trans tv"
"Shenefelt, Darielle","M","21 - 25 th","Jabodetabek","Mid","tidak","tidak","trans tv","net","trans7","sctv"
"Palmer, Derek","M","21 - 25 th","Jateng","Mid","ya","ya","trans7","inews","trans tv","rcti"
"el-Gaber, Ghaada","M","26 - 30 th","PUMA","Mid","ya","ya","trans tv","sctv","inews","rcti"
"Mandeville, Mackenzie","M","26 - 30 th","SUM 2","Super","tidak","tidak","trans tv","mnc tv","inews","trans7"
"Moon, Jimmy","M","21 - 25 th","Jabar","Mid","tidak","ya","mnc tv","net","trans tv","trans7"
"Watts, Taylor","M","21 - 25 th","Jabodetabek","Up1","ya","tidak","net","tv one","trans7","rcti"
"el-Omer, Awn","F","16 - 20 th","Jatim","Up1","ya","ya","net","sctv","rcti","trans7"
"Leber, Cody","F","21 - 25 th","Jateng","Super","ya","ya","net","mnc tv","trans tv","indosiar"
"Wee, Alyssa","M","26 - 30 th","BARA","Mid","tidak","ya","trans7","net","mnc tv","trans tv"
"Brown, Donald","M","16 - 20 th","Sulawesi","Super","ya","tidak","sctv","net","rcti","tv one"
"Delgado, Shadow","M","> 30 th","Jatim","Mid","tidak","tidak","inews","net","tv one","trans7"
"Carachure, Valeria","M","26 - 30 th","Jabodetabek","Mid","ya","ya","trans7","net","sctv","inews"
"Gallegos, Demarco","M","11 - 15 th","PUMA","Super","ya","ya","inews","net","mnc tv","sctv"
"Maes, Santiago","M","16 - 20 th","Jateng","Mid","tidak","tidak","indosiar","net","tv one","trans7"
"Hernandez, Sierra","F","16 - 20 th","Jabodetabek","Mid","ya","tidak","trans7","trans tv","rcti","net"
"Crowell, Maisee","M","21 - 25 th","Jabodetabek","Mid","ya","ya","inews","sctv","rcti","trans tv"
"Halaseh, Joshua","M","11 - 15 th","Jabodetabek","Super","ya","ya","trans7","trans tv","sctv","net"
"el-Mohiuddin, Lateefa","M","> 30 th","SUM 1","Up2","tidak","tidak","rcti","inews","net","trans7"
"Marks, Renee","M","16 - 20 th","Jateng","Up2","tidak","ya","trans7","net","inews","mnc tv"
"el-Shaikh, Kaarim","M","21 - 25 th","Jabodetabek","Mid","ya","ya","sctv","net","inews","trans tv"
"al-Ozer, Tasneem","M","26 - 30 th","Jabar","Mid","ya","ya","sctv","indosiar","trans7","net"
"Neri Mendoza, Nayeli","M","21 - 25 th","SUM 2","Mid","ya","tidak","net","indosiar","trans7","rcti"
"Vue, Laura","M","21 - 25 th","SUM 2","Mid","ya","tidak","trans tv","mnc tv","trans7","rcti"
"Chikuma, Bailey","M","21 - 25 th","Sulawesi","Mid","ya","ya","sctv","rcti","net","trans tv"
"el-Mian, Wisaam","M","11 - 15 th","Jabodetabek","Up1","ya","tidak","trans tv","trans7","net","sctv"
"el-Sharif, Saabiq","F","> 30 th","Jatim","Mid","ya","tidak","sctv","inews","trans tv","tv one"
"Bean, Keely","F","16 - 20 th","SUM 1","Up1","tidak","ya","trans tv","trans7","sctv","net"
"Ruiz, Shannon","F","26 - 30 th","Jabar","Super","ya","ya","net","sctv","trans7","rcti"
"Rosalez, Makyla","M","16 - 20 th","Sulawesi","Up2","ya","ya","net","trans7","rcti","inews"
"Collins, Sonia","M","21 - 25 th","Jateng","Up2","tidak","ya","mnc tv","trans7","sctv","trans tv"
"Creed, Leann","M","21 - 25 th","PUMA","Mid","ya","ya","trans7","net","inews","sctv"
"Sigala, Claudia","M","21 - 25 th","Jateng","Up1","tidak","ya","trans tv","indosiar","inews","sctv"
"Fontana, Elise","F","26 - 30 th","Jatim","Super","tidak","tidak","net","mnc tv","sctv","rcti"
"Vang, Vidya","F","21 - 25 th","Jabar","Mid","tidak","ya","net","trans7","sctv","trans tv"
"el-Usman, Jalaal","F","21 - 25 th","Jateng","Super","tidak","ya","trans7","inews","net","trans tv"
"el-Jabara, Amniyya","M","11 - 15 th","BARA","Up2","tidak","ya","net","trans7","rcti","tv one"
"Stevenson, Lindsay","M","11 - 15 th","PUMA","Super","ya","ya","mnc tv","sctv","trans tv","inews"
"Heidrich, Aaron","F","26 - 30 th","Jateng","Up1","ya","ya","rcti","inews","trans tv","sctv"
"el-Jan, Marjaana","M","21 - 25 th","PUMA","Super","tidak","ya","trans7","mnc tv","net","sctv"
"Rodriquez, Austin","M","21 - 25 th","SUM 2","Super","tidak","ya","trans7","net","mnc tv","trans tv"
"Truitt, Jeramiah","F","26 - 30 th","SUM 1","Up1","ya","tidak","tv one","sctv","trans tv","trans7"
"Waite, Antonio","M","26 - 30 th","Jatim","Mid","ya","ya","trans tv","trans7","sctv","net"
"Wako, Tiauna","M","11 - 15 th","Jabar","Mid","ya","ya","indosiar","sctv","trans tv","inews"
"Gillette, Hunter","M","21 - 25 th","Jabodetabek","Mid","ya","ya","trans tv","trans7","tv one","inews"
"Murphy, Jamie Lee","F","21 - 25 th","Jabodetabek","Mid","tidak","ya","trans tv","trans7","sctv","net"
"al-Soltani, Tareef","M","21 - 25 th","Jatim","Mid","ya","ya","trans7","sctv","indosiar","rcti"
"Laborde, Quiere","M","21 - 25 th","Sulawesi","Up1","ya","tidak","rcti","tv one","trans tv","net"
"el-Akhter, Nasreen","F","21 - 25 th","PUMA","Up1","ya","tidak","inews","tv one","trans tv","net"
"Porter, Lance","F","21 - 25 th","SUM 2","Up2","ya","ya","net","sctv","indosiar","mnc tv"
"Lam, Sandra","M","> 30 th","BARA","Up1","ya","tidak","net","trans7","sctv","indosiar"
"Golditch, Spencer","M","26 - 30 th","SUM 2","Mid","tidak","ya","rcti","indosiar","sctv","net"
"Whittern, Sarah","M","26 - 30 th","SUM 2","Mid","ya","ya","trans7","net","sctv","trans tv"
"Lopez, Andrea","M","21 - 25 th","SUM 2","Mid","tidak","tidak","sctv","inews","trans7","rcti"
"Duran, Javier","M","> 30 th","SUM 2","Mid","ya","ya","trans7","net","inews","sctv"
"Qureshi, Wei Dan","M","26 - 30 th","Kalimantan","Super","ya","ya","rcti","net","trans7","trans tv"
"Jauch, Cassidy","M","26 - 30 th","Jabodetabek","Up1","tidak","ya","trans tv","trans7","net","rcti"
"Matsuyama, Eun","M","26 - 30 th","Jabar","Super","tidak","ya","sctv","trans tv","indosiar","tv one"
"el-Farman, Wafaaa","M","26 - 30 th","PUMA","Mid","ya","ya","net","trans7","trans tv","inews"
"Jacket, Charisha","F","16 - 20 th","Jabodetabek","Mid","tidak","ya","indosiar","tv one","sctv","trans tv"
"Carrethers, Cedrick","F","26 - 30 th","Jatim","Mid","ya","tidak","net","trans tv","indosiar","rcti"
"Liggett, Ronald","M","26 - 30 th","Jateng","Super","ya","ya","sctv","trans tv","mnc tv","trans7"
"Urbanski, Iona","M","11 - 15 th","SUM 2","Mid","ya","tidak","trans tv","rcti","net","mnc tv"
"Wheeler, Tyauna","M","11 - 15 th","SUM 2","Super","ya","ya","trans7","sctv","rcti","net"
"Her, Nhung","F","> 30 th","PUMA","Up1","tidak","ya","tv one","trans tv","net","sctv"
"Murali, Jonathan","F","26 - 30 th","SUM 2","Mid","tidak","ya","net","inews","sctv","trans7"
"el-Hallal, Mawdood","M","11 - 15 th","BARA","Mid","tidak","ya","net","inews","trans tv","indosiar"
"Wada, Maisee","F","26 - 30 th","Jateng","Mid","ya","ya","trans tv","rcti","tv one","inews"
"Brown, Morgan","M","11 - 15 th","BARA","Up1","tidak","ya","trans7","inews","trans tv","net"
"al-Jalil, Muhyddeen","F","26 - 30 th","Sulawesi","Mid","ya","ya","rcti","indosiar","trans7","inews"
"Sanchez, Edlin","M","26 - 30 th","Jabar","Super","ya","ya","trans7","net","mnc tv","trans tv"
"Mason, Jonaiyah","M","16 - 20 th","PUMA","Up1","tidak","ya","trans7","trans tv","rcti","net"
"el-Kaleel, Kabeera","M","26 - 30 th","Jatim","Up2","tidak","ya","net","inews","sctv","indosiar"
"Nguyen-Huynh, Jijo","M","> 30 th","Jateng","Super","tidak","tidak","sctv","rcti","trans tv","trans7"
"Blackmore, Jason","M","16 - 20 th","PUMA","Up1","tidak","ya","trans tv","net","mnc tv","sctv"
"Johns, Annie","F","26 - 30 th","Jabodetabek","Up2","ya","ya","sctv","trans7","trans tv","rcti"
"Gilbert, Kelvin","F","21 - 25 th","Jabodetabek","Super","tidak","tidak","rcti","inews","net","trans7"
"el-Rahmani, Naasif","M","21 - 25 th","SUM 2","Super","ya","tidak","rcti","net","trans7","inews"
"Torralba, Selena","M","16 - 20 th","SUM 2","Up2","ya","ya","tv one","trans tv","mnc tv","net"
"el-Ally, Zubair","F","16 - 20 th","Jabodetabek","Mid","ya","ya","net","tv one","sctv","trans tv"
"Mcneil, Milliona","M","26 - 30 th","Sulawesi","Super","ya","tidak","net","mnc tv","trans tv","trans7"
"Tilley, Chandler","M","21 - 25 th","Jabodetabek","Up1","ya","ya","mnc tv","rcti","trans7","sctv"
"Carroll, Tiffany","F","26 - 30 th","Jabodetabek","Mid","tidak","ya","inews","mnc tv","trans tv","rcti"
"Coward, Jon'Te","M","26 - 30 th","BARA","Mid","ya","ya","sctv","rcti","indosiar","trans7"
"Monjesky, Carl","F","16 - 20 th","Jabar","Mid","tidak","tidak","trans tv","mnc tv","net","trans7"
"Graham, Elise","F","21 - 25 th","PUMA","Up2","tidak","tidak","net","trans tv","trans7","rcti"
"Davis, Janae","F","26 - 30 th","PUMA","Super","tidak","ya","inews","net","indosiar","trans7"
"Fazli, Kelly","F","26 - 30 th","BARA","Up1","tidak","tidak","net","mnc tv","inews","trans7"
"Barcelona, Laurissa","M","11 - 15 th","Jabodetabek","Mid","tidak","ya","mnc tv","rcti","tv one","sctv"
"Salt, Michelle","F","26 - 30 th","SUM 2","Mid","ya","ya","net","tv one","trans7","inews"
"el-Salahuddin, Zakiyya","F","26 - 30 th","Jabar","Up2","ya","ya","sctv","indosiar","rcti","net"
"Guerrero, Michael","M","26 - 30 th","SUM 2","Up2","tidak","ya","sctv","inews","net","trans7"
"al-Shakoor, Sajaa","M","26 - 30 th","Jatim","Mid","tidak","ya","mnc tv","net","rcti","inews"
"Ogle, Johnathon","F","> 30 th","Jatim","Mid","tidak","ya","sctv","trans7","indosiar","trans tv"
"Gutierrez, Michael","M","26 - 30 th","PUMA","Mid","tidak","ya","trans tv","sctv","net","trans7"
"Vareldzhan, Josephine","M","21 - 25 th","PUMA","Mid","ya","ya","trans7","net","trans tv","inews"
"Sheafe, Brandon","F","16 - 20 th","Sulawesi","Up1","ya","ya","net","rcti","trans tv","sctv"
"Mahieu, Parinaz","F","> 30 th","PUMA","Super","ya","tidak","inews","net","tv one","trans7"
"Cano-Terrazas, Ryan","M","21 - 25 th","Jabodetabek","Up1","tidak","ya","trans tv","net","sctv","rcti"
"Vovan, Logan","M","11 - 15 th","Jabodetabek","Up1","tidak","ya","trans7","indosiar","mnc tv","trans tv"
"Hernandez Hernandez, Dionndra","F","16 - 20 th","SUM 1","Up1","ya","ya","trans7","trans tv","net","inews"
"Crawford, Nicole","M","> 30 th","BARA","Up1","tidak","tidak","mnc tv","trans tv","net","inews"
"el-Nour, Raadi","F","16 - 20 th","Jateng","Up1","ya","ya","net","sctv","trans tv","tv one"
"Agee-Woods, Joel","M","26 - 30 th","Jatim","Up2","ya","ya","inews","mnc tv","net","trans tv"
"Lee, Leina","M","26 - 30 th","Jateng","Up1","ya","ya","net","trans tv","trans7","rcti"
"Roach, Julia","F","16 - 20 th","Jatim","Mid","tidak","tidak","trans7","net","sctv","inews"
"Xi, Cody","F","21 - 25 th","Jabodetabek","Mid","ya","ya","mnc tv","trans tv","trans7","rcti"
"Amlesom, Tanisha","M","11 - 15 th","Kalimantan","Up2","ya","ya","trans7","trans tv","sctv","rcti"
"Marez, Tashina","M","21 - 25 th","Jabar","Mid","ya","ya","trans7","net","tv one","mnc tv"
"Biebl, Grayden","F","26 - 30 th","Jabodetabek","Super","ya","tidak","trans tv","net","rcti","trans7"
"Eltagonde, Esther","M","26 - 30 th","Jabodetabek","Mid","ya","ya","net","trans tv","tv one","trans7"
"Palacios, Levy","F","26 - 30 th","PUMA","Mid","tidak","ya","inews","trans7","trans tv","net"
"Balan, Joshua Ian","M","21 - 25 th","SUM 2","Mid","ya","ya","trans tv","trans7","net","rcti"
"Perez, Alyssa","F","11 - 15 th","Jatim","Up2","tidak","tidak","trans7","net","rcti","mnc tv"
"Buskey-Williams, Mariah","M","26 - 30 th","SUM 2","Mid","ya","ya","net","trans tv","trans7","sctv"
"Outhouse, Holly","M","> 30 th","PUMA","Mid","tidak","ya","trans tv","net","mnc tv","indosiar"
"al-Majid, Sameeha","M","26 - 30 th","Jabodetabek","Mid","tidak","tidak","tv one","net","trans7","mnc tv"
"Fernandez, Cesar","M","16 - 20 th","SUM 2","Super","tidak","ya","net","sctv","trans7","trans tv"
"Posey, Savannah","F","16 - 20 th","PUMA","Up1","ya","tidak","sctv","inews","trans7","rcti"
"el-Wahba, Zaahira","M","> 30 th","PUMA","Super","ya","tidak","trans tv","rcti","trans7","net"
"Towers, Victoria","M","16 - 20 th","Kalimantan","Super","ya","ya","trans tv","sctv","mnc tv","tv one"
"Axtell, Kendra","M","16 - 20 th","PUMA","Super","ya","ya","mnc tv","net","inews","trans7"
"Sherer, Jordahn","F","16 - 20 th","Jatim","Mid","tidak","ya","sctv","net","tv one","trans7"
"Baker, Tammassha","M","16 - 20 th","Jabodetabek","Up2","ya","ya","rcti","tv one","trans tv","net"
"Karman, Lynnji","M","16 - 20 th","SUM 1","Up1","ya","ya","net","trans7","trans tv","inews"
"Galvez, Aaron","M","26 - 30 th","Sulawesi","Up2","ya","ya","indosiar","trans7","rcti","inews"
"Berrier, Vikram","M","21 - 25 th","Jabodetabek","Mid","tidak","ya","trans7","rcti","mnc tv","net"
"Taylor, Jackie","F","21 - 25 th","Sulawesi","Super","tidak","ya","rcti","mnc tv","sctv","inews"
"Keeler, Isiah","F","26 - 30 th","SUM 1","Up1","ya","ya","sctv","mnc tv","trans tv","rcti"
"Whitaker, Rachel","M","16 - 20 th","Jabar","Up2","ya","ya","trans7","mnc tv","inews","trans tv"
"Clark, Jacob","M","16 - 20 th","Jateng","Mid","tidak","ya","net","trans tv","sctv","inews"
"Kuczkowski, Jessica","M","26 - 30 th","Sulawesi","Super","ya","ya","net","tv one","trans7","sctv"
"Franklin, Aisha","F","> 30 th","Sulawesi","Up1","ya","tidak","sctv","trans7","rcti","trans tv"
"Romero, Abrielle","M","11 - 15 th","Jabar","Up1","tidak","ya","sctv","trans7","net","rcti"
"el-Akbari, Taalib","M","16 - 20 th","SUM 2","Super","tidak","ya","trans7","inews","net","trans tv"
"Severin, John","M","16 - 20 th","SUM 2","Up1","ya","tidak","sctv","trans tv","rcti","tv one"
"Munoz Valdez, Gloria","M","26 - 30 th","Jabar","Up1","tidak","ya","trans tv","sctv","net","inews"
"al-Hatem, Kabeer","F","11 - 15 th","Jatim","Up2","tidak","ya","tv one","inews","mnc tv","trans7"
"Davis, Dev'Yon","M","21 - 25 th","Jateng","Super","tidak","ya","rcti","trans7","inews","net"
"Lovett, Mary","F","21 - 25 th","Jabar","Up1","tidak","ya","sctv","trans tv","tv one","mnc tv"
"Essek, Rachael","M","> 30 th","SUM 1","Mid","ya","tidak","trans tv","mnc tv","sctv","net"
"Umutoni, Keana","M","> 30 th","Jabodetabek","Up1","ya","ya","inews","mnc tv","sctv","net"
"al-Ismail, Tahleela","M","> 30 th","SUM 2","Super","ya","ya","trans7","indosiar","rcti","trans tv"
"Mendez, Cody","M","16 - 20 th","Jabodetabek","Mid","ya","ya","inews","net","tv one","trans tv"
"Lopez, Emma","M","16 - 20 th","Sulawesi","Mid","tidak","ya","inews","rcti","indosiar","sctv"
"el-Shah, Aliyya","F","26 - 30 th","Jabodetabek","Mid","ya","ya","rcti","mnc tv","inews","net"
"al-Ghazi, Imraan","F","21 - 25 th","Jatim","Up1","tidak","tidak","trans tv","trans7","net","inews"
"Jones, Cynthia","F","21 - 25 th","Jatim","Super","tidak","ya","rcti","sctv","indosiar","inews"
"Petters, Abrionna","M","21 - 25 th","Jabodetabek","Mid","ya","ya","trans7","sctv","indosiar","net"
"Lucero, Steven","F","21 - 25 th","SUM 1","Super","ya","ya","net","trans tv","mnc tv","inews"
"Kennon, Richard","M","21 - 25 th","Jabar","Mid","ya","ya","trans7","sctv","trans tv","net"
"Bohrer, Sarah","M","21 - 25 th","SUM 2","Mid","ya","ya","sctv","trans7","rcti","mnc tv"
"el-Jalil, Mahboob","F","11 - 15 th","Jatim","Mid","ya","ya","trans7","net","trans tv","sctv"
"Lansing, James","F","21 - 25 th","Jabodetabek","Mid","ya","tidak","trans tv","mnc tv","net","inews"
"Casey, Cheyenne","M","21 - 25 th","SUM 2","Up1","ya","tidak","net","mnc tv","rcti","inews"
"Esparza, Christopher","F","16 - 20 th","Jabodetabek","Up1","tidak","ya","trans tv","trans7","net","mnc tv"
"Armstrong, Kory","F","21 - 25 th","Jabar","Super","ya","ya","trans tv","rcti","sctv","net"
"Seo, Mori","M","11 - 15 th","Jabar","Mid","ya","ya","trans7","rcti","trans tv","net"
"Howlingwolf, Blake","M","26 - 30 th","Jabar","Up2","ya","ya","trans7","trans tv","mnc tv","net"
"Garcia, Jesus","M","11 - 15 th","Jabodetabek","Mid","tidak","tidak","mnc tv","indosiar","net","trans tv"
"al-Pashia, Shafee'a","F","11 - 15 th","Jateng","Mid","tidak","ya","trans tv","sctv","trans7","inews"
"Buso, Adrian","F","21 - 25 th","PUMA","Up1","ya","tidak","trans tv","net","inews","trans7"
"Vialpando, Mayra","M","21 - 25 th","Jateng","Super","ya","ya","trans tv","net","rcti","inews"
"Brown, Da'Von","F","26 - 30 th","Jateng","Super","ya","ya","trans tv","trans7","mnc tv","rcti"
"Mccabe, Dakota","M","> 30 th","Jateng","Up2","ya","tidak","sctv","mnc tv","net","tv one"
"Reece, Alexandra","F","21 - 25 th","Sulawesi","Up1","ya","ya","rcti","trans7","net","trans tv"
"Steinemann, Ashley","F","16 - 20 th","Jabodetabek","Up1","tidak","ya","trans7","net","mnc tv","rcti"
"Trinh, Sonny","M","21 - 25 th","Jabodetabek","Up1","ya","ya","trans7","rcti","trans tv","sctv"
"al-Qazi, Mas'ooda","F","21 - 25 th","PUMA","Super","tidak","ya","net","indosiar","trans tv","trans7"
"Heang, Asim","M","26 - 30 th","Jabar","Up1","ya","tidak","net","trans tv","mnc tv","inews"
"Archibold, Keli","F","21 - 25 th","SUM 2","Mid","ya","ya","trans7","net","trans tv","mnc tv"
"Griffin, Gabriella","M","21 - 25 th","SUM 1","Up1","ya","ya","trans tv","rcti","tv one","trans7"
"Miller, Nicholas","M","11 - 15 th","PUMA","Mid","ya","ya","trans tv","net","indosiar","sctv"
"al-Naderi, Shareefa","M","26 - 30 th","Jabar","Super","ya","ya","trans tv","net","rcti","sctv"
"Pousti, Gloria","F","16 - 20 th","Jabar","Mid","tidak","ya","net","indosiar","inews","tv one"
"Weaver, Tyler","M","16 - 20 th","Jateng","Up2","ya","tidak","net","trans7","sctv","trans tv"
"Jonas Knaver, Matthew","F","21 - 25 th","Jateng","Mid","ya","ya","indosiar","net","sctv","trans tv"
"Clauson, Emma","M","11 - 15 th","PUMA","Mid","ya","ya","sctv","trans tv","rcti","mnc tv"
"el-Sesay, Miska","F","21 - 25 th","Jabodetabek","Up2","tidak","ya","trans7","rcti","sctv","net"
"Shore, Tori","M","21 - 25 th","Jabodetabek","Up1","tidak","ya","net","trans7","mnc tv","inews"
"Young Jackson, Jazmeen","F","26 - 30 th","SUM 1","Up1","ya","ya","trans7","net","tv one","rcti"
"Hernandez, Nicole","F","21 - 25 th","SUM 1","Up1","ya","ya","trans7","sctv","mnc tv","net"
"Carlton, Kang","F","> 30 th","Jabodetabek","Super","ya","ya","trans tv","net","trans7","sctv"
"Longworth, Dutch","M","> 30 th","Kalimantan","Mid","ya","ya","trans7","trans tv","sctv","rcti"
"Mccullough, John","F","26 - 30 th","PUMA","Mid","ya","ya","sctv","mnc tv","net","inews"
"Sala, Sadyan","M","16 - 20 th","Jabodetabek","Mid","ya","ya","trans tv","net","trans7","rcti"
"Bellender, Xyrjah","M","26 - 30 th","Kalimantan","Mid","ya","tidak","sctv","mnc tv","rcti","trans7"
"Fresquez, Reyna","M","21 - 25 th","PUMA","Mid","ya","ya","net","tv one","trans tv","inews"
"Guerrero Aguilar, Nathan","M","26 - 30 th","Sulawesi","Mid","tidak","tidak","rcti","net","mnc tv","tv one"
"Watts, Taylor","M","> 30 th","PUMA","Up1","ya","ya","trans7","indosiar","mnc tv","inews"
"Park, Samantha","M","26 - 30 th","PUMA","Up1","tidak","tidak","indosiar","sctv","net","trans7"
"Hoffmann, Ruoqi","F","11 - 15 th","BARA","Super","tidak","ya","trans7","trans tv","mnc tv","tv one"
"Woodard, Jason","F","21 - 25 th","Jatim","Up1","ya","ya","inews","rcti","net","trans7"
"Foley, Darien","F","16 - 20 th","Jateng","Super","ya","tidak","trans7","net","rcti","mnc tv"
"Smith, Olivia","M","11 - 15 th","Jabodetabek","Mid","ya","ya","trans7","trans tv","tv one","rcti"
"Dicesare, Damian","M","16 - 20 th","BARA","Mid","ya","ya","trans7","indosiar","sctv","mnc tv"
"White, Christian","M","21 - 25 th","BARA","Mid","ya","ya","trans7","tv one","trans tv","inews"
"Flores, Fernando","M","16 - 20 th","Jabodetabek","Mid","ya","ya","net","tv one","inews","indosiar"
"Landry, Tyler","F","26 - 30 th","Jabodetabek","Mid","ya","ya","trans7","mnc tv","trans tv","net"
"Heller, Bradie","F","21 - 25 th","Sulawesi","Super","tidak","ya","inews","trans7","trans tv","net"
"Sandoval, Christian","M","21 - 25 th","PUMA","Super","ya","ya","rcti","sctv","net","tv one"
"Gutierrez, Jocelyn","F","11 - 15 th","Jabodetabek","Up1","ya","ya","trans7","mnc tv","trans tv","inews"
"Schneider, Autumn","F","26 - 30 th","Jateng","Up1","tidak","ya","trans tv","trans7","mnc tv","sctv"
"Payne, Jonah","F","26 - 30 th","Sulawesi","Super","ya","ya","tv one","net","mnc tv","trans tv"
"Do, Linh","F","26 - 30 th","Sulawesi","Super","tidak","ya","inews","mnc tv","trans tv","trans7"
"el-Ben, Shadhaa","F","16 - 20 th","SUM 2","Super","tidak","ya","mnc tv","rcti","indosiar","sctv"
"el-Kamel, Shaheed","F","21 - 25 th","Jateng","Super","ya","ya","sctv","rcti","indosiar","trans tv"
"Bermudez Juarez, Joshua","F","21 - 25 th","PUMA","Up1","tidak","ya","mnc tv","inews","trans tv","rcti"
"al-Darwish, Rajab","F","21 - 25 th","SUM 2","Up2","ya","ya","inews","trans tv","mnc tv","trans7"
"Denny, Gabriel","F","16 - 20 th","Jabar","Up1","ya","ya","trans tv","net","indosiar","mnc tv"
"Martinez Guzman, Mitchell","F","16 - 20 th","Jabar","Mid","tidak","ya","net","trans tv","sctv","inews"
